Lighting Night
Music Play
BackgroundType Background3
Background Sky     0 1.25 1.5  640 384
Background Stars   0 1.25 1.65 640 384
Tile SpikeUp 21 4 1 1 3 0
Tile SpikeUp 22 4 1 1 3 0
Tile Plat 25 4 1 1 0 0
Tile Plat 26 4 1 1 0 0
Tile Plat 27 4 1 1 0 0
Tile Plat 28 4 1 1 0 0
Tile Plat 29 4 1 1 0 0
Tile SpikeDown 26 10 1 1 3 0
Tile SpikeDown 27 10 1 1 3 0
Tile SpikeDown 28 10 1 1 3 0
Tile Plat 39 11 1 1 0 0
Tile Plat 40 11 1 1 0 0
Tile Plat 40 10 1 1 0 0
Tile Plat 40 9 1 1 0 0
Tile Plat 40 8 1 1 0 0
Tile Plat 40 7 1 1 0 0
Tile Plat 40 6 1 1 0 0
Tile Plat 36 2 1 1 0 0
Tile Plat 36 1 1 1 0 0
Tile Plat 36 0 1 1 0 0
Tile Plat 37 0 1 1 0 0
Tile Plat 38 0 1 1 0 0
Tile Plat 39 0 1 1 0 0
Tile Plat 40 0 1 1 0 0
Tile Plat 41 0 1 1 0 0
Tile Plat 42 0 1 1 0 0
Tile Plat 43 0 1 1 0 0
Tile Plat 44 0 1 1 0 0
Tile Plat 40 5 1 1 0 0
Tile Plat 40 4 1 1 0 0
Tile Plat 40 3 1 1 0 0
Tile Plat 27 5 1 1 0 0
Tile Plat 33 9 1 1 0 0
Tile Plat 0 11 1 1 0 0
Tile Saw 1 9 0 1 20 2 2 1 9 39 9
Tile Saw 1 8 0 1 20 2 2 1 8 39 8
Tile Saw 1 7 0 1 20 2 2 1 7 39 7
Tile Saw 1 6 0 1 20 2 2 1 6 39 6
Tile Saw 1 5 0 1 20 2 2 1 5 39 5
Tile Plat 41 3 1 1 0 0
Tile Plat 42 3 1 1 0 0
Tile Plat 43 3 1 1 0 0
Tile Plat 44 3 1 1 0 0
Tile Plat 45 0 1 1 0 0
Tile Plat 46 0 1 1 0 0
Tile Plat 47 0 1 1 0 0
Tile Plat 48 0 1 1 0 0
Tile Plat 49 0 1 1 0 0
Tile Plat 50 0 1 1 0 0
Tile Plat 51 0 1 1 0 0
Tile Plat 52 0 1 1 0 0
Tile Plat 53 3 1 1 0 0
Tile Plat 53 4 1 1 0 0
Tile Plat 53 5 1 1 0 0
Tile Plat 53 6 1 1 0 0
Tile Plat 53 7 1 1 0 0
Tile Plat 53 8 1 1 0 0
Tile Plat 53 9 1 1 0 0
Tile Plat 53 10 1 1 0 0
Tile Plat 44 4 1 1 0 0
Tile Plat 44 5 1 1 0 0
Tile Plat 44 6 1 1 0 0
Tile Plat 44 7 1 1 0 0
Tile Plat 44 8 1 1 0 0
Tile Plat 44 9 1 1 0 0
Tile Plat 44 10 1 1 0 0
Tile Plat 44 11 1 1 0 0
Tile Plat 44 12 1 1 0 0
Tile Plat 44 13 1 1 0 0
Tile Plat 44 14 1 1 0 0
Tile Plat 44 15 1 1 0 0
Tile Plat 44 16 1 1 0 0
Tile Plat 53 11 1 1 0 0
Tile Plat 53 12 1 1 0 0
Tile Plat 53 13 1 1 0 0
Tile Plat 53 14 1 1 0 0
Tile Plat 53 15 1 1 0 0
Tile Plat 53 16 1 1 0 0
Tile Plat 53 17 1 1 0 0
Tile Plat 44 17 1 1 0 0
Tile Plat 43 19 1 1 0 0
Tile Plat 44 18 1 1 0 0
Tile Plat 44 19 1 1 0 0
Tile Plat 53 18 1 1 0 0
Tile Plat 53 19 1 1 0 0
Tile Plat 53 23 1 1 0 0
Tile Plat 52 23 1 1 0 0
Tile Plat 51 23 1 1 0 0
Tile Plat 50 23 1 1 0 0
Tile Plat 49 23 1 1 0 0
Tile Plat 48 23 1 1 0 0
Tile Plat 47 23 1 1 0 0
Tile Plat 46 23 1 1 0 0
Tile Plat 45 23 1 1 0 0
Tile Plat 44 23 1 1 0 0
Tile Plat 43 23 1 1 0 0
Tile Plat 53 22 1 1 0 0
Tile Plat 53 21 1 1 0 0
Tile Plat 53 20 1 1 0 0
Tile Plat 53 2 1 1 0 0
Tile Plat 53 1 1 1 0 0
Tile Plat 53 0 1 1 0 0
Tile Plat 45 11 1 1 0 0
Tile Plat 50 15 1 1 0 0
Tile Plat 51 15 1 1 0 0
Tile Plat 52 7 1 1 0 0
Tile SpikeDown 45 10 1 1 1 0
Tile SpikeDown 52 6 1 1 1 0
Tile SpikeDown 50 14 1 1 1 0
Tile SpikeDown 51 14 1 1 1 0
Tile SpikeDown 47 18 1 1 1 0
Tile Plat 47 19 1 1 0 0
Tile Plat 42 19 1 1 0 0
Tile Plat 41 19 1 1 0 0
Tile Plat 40 19 1 1 0 0
Tile Plat 39 19 1 1 0 0
Tile Plat 38 19 1 1 0 0
Tile Plat 42 23 1 1 0 0
Tile Plat 41 23 1 1 0 0
Tile Plat 40 23 1 1 0 0
Tile Plat 39 23 1 1 0 0
Tile Plat 38 23 1 1 0 0
Tile Plat 37 23 1 1 0 0
Tile Plat 36 23 1 1 0 0
Tile Plat 35 23 1 1 0 0
Tile Plat 37 19 1 1 0 0
Tile Plat 36 19 1 1 0 0
Tile Plat 35 19 1 1 0 0
Tile Plat 34 19 1 1 0 0
Tile Plat 33 19 1 1 0 0
Tile Plat 34 23 1 1 0 0
Tile Plat 33 23 1 1 0 0
Tile Plat 32 23 1 1 0 0
Tile Plat 9 19 1 1 0 0
Tile Plat 10 19 1 1 0 0
Tile Plat 11 19 1 1 0 0
Tile Plat 12 19 1 1 0 0
Tile Plat 13 19 1 1 0 0
Tile Plat 14 19 1 1 0 0
Tile Plat 15 19 1 1 0 0
Tile Plat 16 19 1 1 0 0
Tile Plat 17 19 1 1 0 0
Tile Plat 18 19 1 1 0 0
Tile Plat 19 19 1 1 0 0
Tile Plat 20 19 1 1 0 0
Tile Plat 21 19 1 1 0 0
Tile Plat 22 19 1 1 0 0
Tile Plat 23 19 1 1 0 0
Tile Plat 24 19 1 1 0 0
Tile Plat 25 19 1 1 0 0
Tile Plat 26 19 1 1 0 0
Tile Plat 27 19 1 1 0 0
Tile Plat 28 19 1 1 0 0
Tile Plat 29 19 1 1 0 0
Tile Plat 30 19 1 1 0 0
Tile Plat 31 19 1 1 0 0
Tile Plat 32 19 1 1 0 0
Tile Plat 7 22 1 1 0 0
Tile Plat 7 23 1 1 0 0
Tile Plat 7 24 1 1 0 0
Tile Plat 7 25 1 1 0 0
Tile Plat 7 26 1 1 0 0
Tile Plat 7 27 1 1 0 0
Tile Plat 7 28 1 1 0 0
Tile Plat 7 29 1 1 0 0
Tile Plat 6 29 1 1 0 0
Tile Plat 5 29 1 1 0 0
Tile Plat 4 29 1 1 0 0
Tile Plat 3 29 1 1 0 0
Tile Plat 2 29 1 1 0 0
Tile Plat 1 29 1 1 0 0
Tile Plat 0 29 1 1 0 0
Tile Plat 0 28 1 1 0 0
Tile Plat 0 27 1 1 0 0
Tile Plat 0 26 1 1 0 0
Tile Plat 0 25 1 1 0 0
Tile Plat 0 24 1 1 0 0
Tile Plat 2 20 1 1 0 0
Tile Plat 2 21 1 1 0 0
Tile Plat 2 22 1 1 0 0
Tile Plat 6 22 1 1 0 0
Tile Plat 5 22 1 1 0 0
Tile Plat 4 22 1 1 0 0
Tile Plat 2 25 1 1 0 0
Tile Plat 3 25 1 1 0 0
Tile Plat 4 25 1 1 0 0
Tile Plat 5 25 1 1 0 0
Tile Plat 2 24 1 1 0 0
Tile Plat 2 23 1 1 0 0
Tile Plat 8 22 1 1 0 0
Tile Plat 9 22 1 1 0 0
Tile Plat 10 22 1 1 0 0
Tile Plat 31 23 1 1 0 0
Tile Plat 30 23 1 1 0 0
Tile Plat 29 23 1 1 0 0
Tile Plat 28 23 1 1 0 0
Tile Plat 27 23 1 1 0 0
Tile Plat 26 23 1 1 0 0
Tile Plat 11 22 1 1 0 0
Tile Plat 11 23 1 1 0 0
Tile Plat 12 23 1 1 0 0
Tile Plat 13 23 1 1 0 0
Tile Plat 14 23 1 1 0 0
Tile Plat 15 23 1 1 0 0
Tile Plat 16 23 1 1 0 0
Tile Plat 17 23 1 1 0 0
Tile Plat 18 23 1 1 0 0
Tile Plat 18 24 1 1 0 0
Tile Plat 18 25 1 1 0 0
Tile Plat 18 26 1 1 0 0
Tile Plat 18 27 1 1 0 0
Tile Plat 18 28 1 1 0 0
Tile Plat 18 29 1 1 0 0
Tile Plat 19 29 1 1 0 0
Tile Plat 20 29 1 1 0 0
Tile Plat 21 29 1 1 0 0
Tile Plat 22 29 1 1 0 0
Tile Plat 23 29 1 1 0 0
Tile Plat 24 29 1 1 0 0
Tile Plat 25 29 1 1 0 0
Tile Plat 26 29 1 1 0 0
Tile Plat 27 29 1 1 0 0
Tile Plat 28 29 1 1 0 0
Tile Plat 29 29 1 1 0 0
Tile Plat 30 29 1 1 0 0
Tile Plat 31 29 1 1 0 0
Tile Plat 32 29 1 1 0 0
Tile Plat 33 29 1 1 0 0
Tile Plat 34 29 1 1 0 0
Tile Plat 35 29 1 1 0 0
Tile Plat 36 29 1 1 0 0
Tile Plat 37 29 1 1 0 0
Tile Plat 38 29 1 1 0 0
Tile Plat 39 29 1 1 0 0
Tile Plat 40 29 1 1 0 0
Tile Plat 41 29 1 1 0 0
Tile Plat 42 29 1 1 0 0
Tile Plat 43 29 1 1 0 0
Tile Plat 44 29 1 1 0 0
Tile Plat 45 29 1 1 0 0
Tile Plat 46 29 1 1 0 0
Tile Plat 47 29 1 1 0 0
Tile Plat 48 29 1 1 0 0
Tile Plat 49 29 1 1 0 0
Tile Plat 50 29 1 1 0 0
Tile Plat 51 29 1 1 0 0
Tile Plat 52 29 1 1 0 0
Tile Plat 53 29 1 1 0 0
Tile Plat 54 23 1 1 0 0
Tile Plat 55 23 1 1 0 0
Tile Plat 56 23 1 1 0 0
Tile Plat 57 23 1 1 0 0
Tile Plat 58 23 1 1 0 0
Tile Plat 59 23 1 1 0 0
Tile Plat 60 23 1 1 0 0
Tile Plat 61 23 1 1 0 0
Tile Plat 62 23 1 1 0 0
Tile Plat 62 21 1 1 0 0
Tile Plat 62 20 1 1 0 0
Tile Plat 62 19 1 1 0 0
Tile Plat 62 22 1 1 0 0
Tile Plat 62 18 1 1 0 0
Tile Plat 61 18 1 1 0 0
Tile Plat 60 18 1 1 0 0
Tile Plat 59 18 1 1 0 0
Tile Plat 58 18 1 1 0 0
Tile Plat 57 18 1 1 0 0
Tile Plat 56 18 1 1 0 0
Tile Plat 55 18 1 1 0 0
Tile Plat 54 18 1 1 0 0
Tile LargePltfrm 66 21 1 1 0 0
Tile Steel2 74 27 1 1 0 1 2 74 27 94 27
Tile Steel2 75 27 1 1 0 1 2 75 27 95 27
Tile Steel2 76 27 1 1 0 1 2 76 27 96 27
Tile LargePltfrm 94 19 1 1 0 0
Tile WavyMid 103 17 1 1 0 0
Tile WavyMid 105 17 1 1 0 0
Tile WavyMid 106 17 1 1 0 0
Tile WavyMid 104 17 1 1 0 0
Tile WavyMid 107 17 1 1 0 0
Tile Wavy 108 16 1 1 0 0
Tile Wavy 108 15 1 1 0 0
Tile Wavy 108 14 1 1 0 0
Tile Wavy 108 13 1 1 0 0
Tile Wavy 108 12 1 1 0 0
Tile Wavy 108 11 1 1 0 0
Tile Wavy 109 10 1 1 0 0
Tile Wavy 110 9 1 1 0 0
Tile Wavy 110 8 1 1 0 0
Tile Wavy 110 7 1 1 0 0
Tile Wavy 110 6 1 1 0 0
Tile Wavy 110 5 1 1 0 0
Tile Wavy 110 4 1 1 0 0
Tile Wavy 110 3 1 1 0 0
Tile Wavy 111 1 1 1 0 0
Tile Wavy 111 0 1 1 0 0
Tile Wavy 111 2 1 1 0 0
Tile WavyMid 108 17 1 1 0 0
Tile Plat 106 23 1 1 0 0
Tile Plat 107 23 1 1 0 0
Tile Plat 108 23 1 1 0 0
Tile Plat 109 23 1 1 0 0
Tile Plat 110 23 1 1 0 0
Tile Plat 111 23 1 1 0 0
Tile WavyMid 109 14 1 1 0 0
Tile WavyMid 110 14 1 1 0 0
Tile WavyMid 111 14 1 1 0 0
Tile WavyMid 112 14 1 1 0 0
Tile WavyMid 113 14 1 1 0 0
Tile WavyMid 114 14 1 1 0 0
Tile SpikeUp 109 15 1 1 2 0
Tile SpikeUp 110 15 1 1 2 0
Tile SpikeUp 111 15 1 1 2 0
Tile SpikeUp 112 15 1 1 2 0
Tile SpikeUp 113 15 1 1 2 0
Tile SpikeUp 114 15 1 1 2 0
Tile WavyMid 115 17 1 1 0 0
Tile Wavy 115 16 1 1 0 0
Tile Wavy 115 15 1 1 0 0
Tile Wavy 115 14 1 1 0 0
Tile Plat 106 24 1 1 0 0
Tile Plat 106 25 1 1 0 0
Tile Plat 106 26 1 1 0 0
Tile Plat 106 27 1 1 0 0
Tile Plat 106 28 1 1 0 0
Tile Plat 106 29 1 1 0 0
Tile Plat 112 23 1 1 0 0
Tile Plat 113 23 1 1 0 0
Tile Plat 114 23 1 1 0 0
Tile Plat 115 23 1 1 0 0
Tile Plat 116 17 1 1 0 0
Tile Plat 117 17 1 1 0 0
Tile Plat 118 17 1 1 0 0
Tile Plat 116 23 1 1 0 0
Tile Plat 117 23 1 1 0 0
Tile Plat 118 23 1 1 0 0
Tile Plat 119 23 1 1 0 0
Tile Plat 119 17 1 1 0 0
Tile Plat 119 16 1 1 0 0
Tile Plat 120 23 1 1 0 0
Tile Plat 121 23 1 1 0 0
Tile Plat 122 23 1 1 0 0
Tile Plat 123 23 1 1 0 0
Tile Plat 124 23 1 1 0 0
Tile Plat 125 23 1 1 0 0
Tile Plat 126 23 1 1 0 0
Tile Plat 126 22 1 1 0 0
Tile Plat 126 21 1 1 0 0
Tile Plat 126 20 1 1 0 0
Tile Plat 126 19 1 1 0 0
Tile Plat 126 18 1 1 0 0
Tile Plat 126 17 1 1 0 0
Tile Plat 126 16 1 1 0 0
Tile Plat 126 15 1 1 0 0
Tile Plat 126 14 1 1 0 0
Tile Plat 126 13 1 1 0 0
Tile Plat 126 12 1 1 0 0
Tile Plat 126 11 1 1 0 0
Tile Plat 119 15 1 1 0 0
Tile Plat 119 14 1 1 0 0
Tile Plat 119 13 1 1 0 0
Tile Plat 119 12 1 1 0 0
Tile Plat 119 11 1 1 0 0
Tile Plat 119 10 1 1 0 0
Tile Plat 119 9 1 1 0 0
Tile Plat 119 8 1 1 0 0
Tile Plat 119 7 1 1 0 0
Tile Plat 118 7 1 1 0 0
Tile Plat 118 6 1 1 0 0
Tile Plat 118 5 1 1 0 0
Tile Plat 118 4 1 1 0 0
Tile Plat 127 11 1 1 0 0
Tile Plat 127 10 1 1 0 0
Tile Plat 127 9 1 1 0 0
Tile Plat 127 8 1 1 0 0
Tile Plat 127 7 1 1 0 0
Tile Plat 127 6 1 1 0 0
Tile Plat 127 5 1 1 0 0
Tile Plat 128 5 1 1 0 0
Tile Plat 128 4 1 1 0 0
Tile Plat 128 0 1 1 0 0
Tile Plat 116 4 1 1 0 0
Tile Plat 116 3 1 1 0 0
Tile Plat 116 2 1 1 0 0
Tile Plat 116 1 1 1 0 0
Tile Plat 116 0 1 1 0 0
Tile Plat 117 4 1 1 0 0
Tile Plat 119 22 1 1 0 0
Tile Plat 119 21 1 1 0 0
Tile Plat 129 5 1 1 0 0
Tile Plat 130 5 1 1 0 0
Tile Plat 129 0 1 1 0 0
Tile Plat 130 0 1 1 0 0
Tile Plat 131 0 1 1 0 0
Tile Plat 132 0 1 1 0 0
Tile Plat 133 0 1 1 0 0
Tile Plat 134 0 1 1 0 0
Tile Plat 135 0 1 1 0 0
Tile Plat 136 0 1 1 0 0
Tile Plat 137 0 1 1 0 0
Tile Plat 130 6 1 1 0 0
Tile Plat 131 6 1 1 0 0
Tile Plat 132 6 1 1 0 0
Tile Plat 133 6 1 1 0 0
Tile Plat 134 6 1 1 0 0
Tile Plat 135 6 1 1 0 0
Tile Plat 136 6 1 1 0 0
Tile Plat 136 7 1 1 0 0
Tile Plat 137 7 1 1 0 0
Tile Plat 138 7 1 1 0 0
Tile Plat 139 7 1 1 0 0
Tile Plat 140 7 1 1 0 0
Tile Plat 141 7 1 1 0 0
Tile Plat 142 7 1 1 0 0
Tile Plat 143 7 1 1 0 0
Tile Plat 137 1 1 1 0 0
Tile Plat 138 1 1 1 0 0
Tile Plat 139 1 1 1 0 0
Tile Plat 140 1 1 1 0 0
Tile Plat 141 1 1 1 0 0
Tile Plat 142 1 1 1 0 0
Tile Plat 143 1 1 1 0 0
Tile Plat 144 1 1 1 0 0
Tile Plat 144 7 1 1 0 0
Tile Plat 144 6 1 1 0 0
Tile Plat 144 5 1 1 0 0
Tile Plat 148 5 1 1 0 0
Tile Plat 144 0 1 1 0 0
Tile Plat 145 0 1 1 0 0
Tile Plat 146 0 1 1 0 0
Tile Plat 147 0 1 1 0 0
Tile Plat 148 0 1 1 0 0
Tile Plat 148 1 1 1 0 0
Tile Plat 148 2 1 1 0 0
Tile Plat 148 3 1 1 0 0
Tile Plat 148 4 1 1 0 0
Tile Plat 148 6 1 1 0 0
Tile Plat 148 7 1 1 0 0
Tile Plat 148 8 1 1 0 0
Tile Plat 148 9 1 1 0 0
Tile Plat 148 10 1 1 0 0
Tile Plat 148 11 1 1 0 0
Tile Plat 144 8 1 1 0 0
Tile Plat 144 9 1 1 0 0
Tile Plat 144 10 1 1 0 0
Tile Plat 144 11 1 1 0 0
Tile Plat 144 12 1 1 0 0
Tile Plat 144 13 1 1 0 0
Tile Plat 144 14 1 1 0 0
Tile Plat 144 15 1 1 0 0
Tile Plat 148 17 1 1 0 0
Tile Steel2 145 5 1 1 0 1 2 145 5 145 15
Tile Steel2 146 5 1 1 0 1 2 146 5 146 15
Tile Steel2 147 5 1 1 0 1 2 147 5 147 15
Tile Plat 148 16 1 1 0 0
Tile Plat 148 15 1 1 0 0
Tile Plat 144 19 1 1 0 0
Tile Plat 144 20 1 1 0 0
Tile Plat 144 21 1 1 0 0
Tile Plat 148 18 1 1 0 0
Tile Plat 148 19 1 1 0 0
Tile Plat 148 20 1 1 0 0
Tile Plat 148 21 1 1 0 0
Tile Plat 148 22 1 1 0 0
Tile Plat 148 23 1 1 0 0
Tile Plat 148 24 1 1 0 0
Tile Plat 148 25 1 1 0 0
Tile Plat 148 26 1 1 0 0
Tile Plat 148 27 1 1 0 0
Tile Plat 148 28 1 1 0 0
Tile Plat 144 22 1 1 0 0
Tile Plat 144 23 1 1 0 0
Tile Plat 144 24 1 1 0 0
Tile Plat 144 25 1 1 0 0
Tile Plat 144 26 1 1 0 0
Tile Plat 144 27 1 1 0 0
Tile Plat 144 28 1 1 0 0
Tile Plat 145 28 1 1 0 0
Tile Plat 146 28 1 1 0 0
Tile Plat 147 28 1 1 0 0
Tile Plat 143 15 1 1 0 0
Tile Plat 142 15 1 1 0 0
Tile Plat 141 15 1 1 0 0
Tile Plat 140 15 1 1 0 0
Tile Plat 139 15 1 1 0 0
Tile Plat 138 15 1 1 0 0
Tile Plat 137 15 1 1 0 0
Tile Plat 136 16 1 1 0 0
Tile Plat 136 17 1 1 0 0
Tile Plat 135 17 1 1 0 0
Tile Plat 135 18 1 1 0 0
Tile Plat 135 19 1 1 0 0
Tile Plat 134 19 1 1 0 0
Tile Plat 143 20 1 1 0 0
Tile Plat 142 20 1 1 0 0
Tile Plat 141 20 1 1 0 0
Tile Plat 140 20 1 1 0 0
Tile Plat 139 20 1 1 0 0
Tile Plat 138 20 1 1 0 0
Tile Plat 138 21 1 1 0 0
Tile Plat 138 22 1 1 0 0
Tile Plat 138 23 1 1 0 0
Tile Plat 137 23 1 1 0 0
Tile Plat 136 23 1 1 0 0
Tile Plat 135 23 1 1 0 0
Tile Plat 134 23 1 1 0 0
Tile Plat 133 19 1 1 0 0
Tile Plat 132 19 1 1 0 0
Tile Plat 131 19 1 1 0 0
Tile Plat 131 20 1 1 0 0
Tile Plat 131 21 1 1 0 0
Tile Plat 131 22 1 1 0 0
Tile Plat 131 23 1 1 0 0
Tile Plat 131 24 1 1 0 0
Tile Plat 131 25 1 1 0 0
Tile Plat 131 26 1 1 0 0
Tile Plat 134 24 1 1 0 0
Tile Plat 134 25 1 1 0 0
Tile Plat 134 26 1 1 0 0
Tile Plat 134 27 1 1 0 0
Tile Plat 131 27 1 1 0 0
Tile Plat 131 28 1 1 0 0
Tile Plat 131 29 1 1 0 0
Tile Plat 134 28 1 1 0 0
Tile Plat 134 29 1 1 0 0
Tile Plat 149 11 1 1 0 0
Tile Plat 150 11 1 1 0 0
Tile Plat 151 11 1 1 0 0
Tile Plat 152 11 1 1 0 0
Tile Plat 153 11 1 1 0 0
Tile Plat 149 19 1 1 0 0
Tile Plat 150 19 1 1 0 0
Tile Plat 151 19 1 1 0 0
Tile Plat 152 19 1 1 0 0
Tile Plat 153 19 1 1 0 0
Tile Plat 154 19 1 1 0 0
Tile Plat 155 19 1 1 0 0
Tile Plat 156 19 1 1 0 0
Tile Plat 157 19 1 1 0 0
Tile Plat 158 19 1 1 0 0
Tile Plat 159 19 1 1 0 0
Tile Plat 160 19 1 1 0 0
Tile Plat 154 11 1 1 0 0
Tile Plat 155 11 1 1 0 0
Tile Plat 156 11 1 1 0 0
Tile Plat 157 11 1 1 0 0
Tile Plat 158 11 1 1 0 0
Tile Plat 159 11 1 1 0 0
Tile Plat 160 11 1 1 0 0
Tile Plat 161 11 1 1 0 0
Tile Plat 162 11 1 1 0 0
Tile Plat 163 11 1 1 0 0
Tile Plat 164 11 1 1 0 0
Tile Plat 165 11 1 1 0 0
Tile Plat 161 19 1 1 0 0
Tile Plat 162 19 1 1 0 0
Tile Plat 163 19 1 1 0 0
Tile Plat 164 19 1 1 0 0
Tile Plat 165 19 1 1 0 0
Tile Plat 166 19 1 1 0 0
Tile Plat 167 19 1 1 0 0
Tile Plat 168 19 1 1 0 0
Tile Plat 166 11 1 1 0 0
Tile Plat 167 11 1 1 0 0
Tile Plat 168 11 1 1 0 0
